p_id,p_id2,distance
ADD23162,AFZ77460,1391.5
ADD23162,AFM46639,1597.0
ADD23162,AGF37789,1393.0
ADD23162,ADB81439,1611.0
ADD23162,AGG86873,1579.0
ADD23162,BAM78376,1344.5
ADD23162,AGC13458,1596.0
ADD23162,AHK10669,1374.5
ADD23162,AHN19444,1586.0
ADD23162,AHB22927,1446.5
ADD23162,AGG53088,1374.0
ADD23162,AHB51328,1396.5
ADD23162,ACT33159,1579.0
ADD23162,AEH59624,1612.0
ADD23162,AGJ73386,1485.5
ADD23162,ACR81633,1602.0
ADD23162,AFB77618,1573.5
ADD23162,AHB51390,1456.5
ADD23162,AEO01598,1588.0
ADD23162,AGS08781,1446.5
ADD23162,AEM63475,1617.0
ADD23162,AHV83802,1602.0
ADD23162,AGI40726,1381.0
ADD23162,AGZ62339,1444.5
ADD23162,AEB80459,1535.0
ADD23162,ACT97067,1404.5
ADD23162,ADD96936,1610.0
ADD23162,AFN18875,1585.0
ADD23162,AGW83306,1520.0
ADD23162,AHY95104,1424.5
ADD23162,ACZ96889,1589.0
ADD23162,AAK71687,1456.5
ADD23162,AFZ15937,1438.5
ADD23162,AFU10184,1399.0
ADD23162,AFM46517,1595.0
ADD23162,AFM46518,1598.0
ADD23162,AEV40056,1587.0
ADD23162,AIA66731,1440.5
ADD23162,BAJ06679,1625.0
ADD23162,ACS71656,1602.0
ADD23162,AFH76980,1397.0
ADD23162,AFU09985,1388.5
ADD23162,ADI52836,1588.0
ADD23162,ADI52837,1584.0
ADD23162,ADI52834,1582.0
ADD23162,AGU92777,1590.0
ADD23162,ACS78026,1591.0
ADD23162,ACE77937,1442.5
ADD23162,ACE77933,1437.5
ADD23162,AHB51472,1383.5
ADD23162,AEF28999,1587.0
ADD23162,AFU08580,1330.5
ADD23162,AFP36183,1608.0
ADD23162,AIC73740,1591.5
ADD23162,AEM63500,1607.0
ADD23162,CCD31011,1575.0
ADD23162,AIA66646,1559.0
ADD23162,AGT18720,1573.0
ADD23162,AGT18723,1548.0
ADD23162,AGT18724,1539.0
ADD23162,AGJ73367,1594.0
ADD23162,ADO29908,1608.0
ADD23162,AGK73228,1601.0
ADD23162,AHJ57435,1591.0
ADD23162,ADM23842,1612.5
ADD23162,BAJ40004,1625.0
ADD23162,ADA83043,1613.0
ADD23162,AGL04595,1585.0
ADD23162,AGL04629,1576.5
ADD23162,AEI30057,1426.5
ADD23162,AAA72339,1396.5
ADD23162,AHJ57430,1574.0
ADD23162,AHJ57431,1620.0
ADD23162,BAI83388,1332.5
ADD23162,AGZ62404,1424.0
ADD23162,AHD25415,1420.5
ADD23162,AIC73834,1587.0
ADD23162,ACO07051,1392.0
ADD23162,BAG49619,1346.5
ADD23162,AFQ34729,1479.5
ADD23162,AGZ62396,1438.5
ADD23162,AHY20931,1347.5
ADD23162,ABB86946,1434.5
ADD23162,AHB51256,1455.0
ADD23162,AFF57124,1592.0
ADD23162,AHG26890,1593.0
ADD23162,ADF58349,1608.0
ADD23162,AGK72773,1591.5
ADD23162,AEI30055,1364.0
ADD23162,AGL05056,1580.0
ADD23162,AEJ82796,1597.0
ADD23162,AEJ82792,1597.0
ADD23162,ADG85233,1618.0
ADD23162,ADO14359,1617.0
ADD23162,AFB70317,1620.0
ADD23162,AFM46668,1340.0
ADD23162,AEA29595,1579.0
ADD23162,AEI30056,1344.0
ADD23162,AFE02952,1586.0
ADD23162,AHZ65637,1414.5
ADD23162,AHB21027,1428.5
ADD23162,ABY81426,1383.5
ADD23162,AEN55513,1613.0
ADD23162,AEN94886,1447.5
ADD23162,AAO65612,1416.5
ADD23162,ACF25596,1430.5
ADD23162,BAG49742,1366.5
ADD23162,AHB23011,1421.5
ADD23162,BAI94576,1599.0
ADD23162,AHB21448,1433.5
ADD23162,AAL29715,1418.5
ADD23162,AGE84002,1573.0
ADD23162,AAL87868,1388.0
ADD23162,AGB98447,1373.5
ADD23162,AEZ01103,1557.5
ADD23162,AEZ01107,1584.0
ADD23162,ABG34254,1442.5
ADD23162,AHD25066,1363.5
ADD23162,ADR01746,1614.0
ADD23162,AHX38144,1576.0
ADD23162,AGI02406,1400.5
ADD23162,AEW25590,1602.0
ADD23162,AAF87284,1306.5
ADD23162,AAF87283,1394.5
ADD23162,AFI62151,1465.5
ADD23162,AHB21712,1399.0
ADD23162,AIB06034,1590.0
ADD23162,ACU80014,1365.0
ADD23162,AHW46624,1436.5
ADD23162,AFL56810,1348.0
ADD23162,AHB21628,1413.5
ADD23162,AFH76964,1432.5
ADD23162,ABQ42444,1488.5
ADD23162,BAI83395,1319.0
ADD23162,BAI83396,1313.0
ADD23162,AGA19235,1579.0
ADD23162,AHB22579,1385.5
ADD23162,AHB23117,1383.5
ADD23162,AEO01612,1617.0
ADD23162,AIC73827,1585.0
ADD23162,AHB23664,1440.5
ADD23162,AGI54182,1596.0
ADD23162,AGZ62388,1413.5
ADD23162,AHB22687,1398.5
ADD23162,AGA19305,1604.0
ADD23162,ADY70986,1411.5
ADD23162,AIC73767,1598.0
ADD23162,ADB89281,1600.0
ADD23162,AGK24463,1394.0
ADD23162,ACX36501,1619.0
ADD23162,ADT64317,1477.5
ADD23162,AEJ82788,1599.0
ADD23162,ADP05204,1388.0
ADD23162,BAK23275,1343.5
ADD23162,AHY84466,1613.0
ADD23162,AEX30519,1377.5
ADD23162,AEW25528,1587.0
ADD23162,AFM93986,1405.5
ADD23162,AFL56787,1349.5
ADD23162,ADG85225,1609.0
ADD23162,ADM23851,1593.0
ADD23162,AEA29582,1441.5
ADD23162,AEX30517,1596.0
ADD23162,AHA57090,1581.5
ABY40410,BAN14734,1368.0
ABY40410,BAN14735,1405.0
ABY40410,AHM24199,1350.0
ABY40410,AEL89681,1360.0
ABY40410,ACR26715,1363.0
ABY40410,AFH76985,1358.0
ABY40410,ABU80265,1455.0
ABY40410,AHM24191,1402.0
ABY40410,AGK24317,1520.0
ABY40410,AHB73644,1398.0
ABY40410,AFR75854,1363.0
ABY40410,AEV40002,1355.0
ABY40410,AHB51172,1394.5
ABY40410,AEW25367,1346.0
ABY40410,ADV19281,1435.0
ABY40410,ADY71223,1436.0
ABY40410,ADB82656,1445.0
ABY40410,AHZ65737,1409.0
ABY40410,ABK57093,1555.0
ABY40410,ABK57092,1418.0
ABY40410,AHA38580,1344.0
ABY40410,AHH00837,1395.0
ABY40410,AGS48846,1390.0
ABY40410,ADJ38087,1395.0
ABY40410,AFZ15807,1394.0
ABY40410,AHB72834,1384.0
ABY40410,AFM46999,1330.0
ABY40410,AEJ10440,1331.0
ABY40410,ADF83497,1432.0
ABY40410,AEA48985,1338.5
ABY40410,AEA92634,1417.5
ABY40410,AFR75836,1386.0
ABY40410,AFJ78661,1353.0
ABY40410,AFQ37281,1332.0
ABY40410,AGK73290,1369.0
ABY40410,AHB21075,1352.5
ABY40410,AGG86711,1380.0
ABY40410,AGW83314,1308.0
ABY40410,AGI52981,1354.0
ABY40410,AAL87867,1376.0
ABY40410,AGI52989,1342.0
ABY40410,AEX38474,1399.0
ABY40410,ADO34927,1397.0
ABY40410,AGF37648,1363.0
ABY40410,ACU13094,1368.0
ABY40410,AEV40049,1341.0
ABY40410,AFH76959,1412.0
ABY40410,ACN90994,1435.0
ABY40410,ACE77927,1413.0
ABY40410,AGE83982,1350.0
ABY40410,ADW93789,1307.0
ABY40410,ACV70734,1353.0
ABY40410,AGO86678,1325.0
ABY40410,AEP17277,1411.0
ABY40410,ACZ61118,1353.0
ABY40410,AHB20856,1343.0
ABY40410,ADL32414,1354.0
ABY40410,ADO29901,1338.0
ABY40410,AHI97714,1441.0
ABY40410,AHW46596,1425.0
ABY40410,AEO01499,1336.0
ABY40410,AEH42785,1422.0
ABY40410,AIB06042,1400.0
ABY40410,ACZ16520,1358.0
ABY40410,BAM37808,1322.0
ABY40410,ADY80044,1433.0
ABY40410,AEF33067,1316.5
ABY40410,AHG26648,1371.0
ABY40410,ADJ18171,1300.5
ABY40410,ADM23847,1332.5
ABY40410,ADM23846,1347.5
ABY40410,AFZ77460,1384.0
ABY40410,AFM46639,1347.0
ABY40410,AGF37789,1381.0
ABY40410,ADB81439,1352.0
ABY40410,AGG86873,1353.0
ABY40410,BAM78376,1377.0
ABY40410,AGC13458,1335.0
ABY40410,AHN19444,1350.0
ABY40410,AHB22927,1419.0
ABY40410,AGG53088,1437.0
ABY40410,AHB51328,1428.0
ABY40410,ACT33159,1368.0
ABY40410,AEH59624,1347.0
ABY40410,AGJ73386,1378.5
ABY40410,ACR81633,1360.0
ABY40410,AFB77618,1335.0
ABY40410,AHB51390,1366.0
ABY40410,AEO01598,1343.0
ABY40410,AGS08781,1382.0
ABY40410,AEM63475,1353.0
ABY40410,AHV83802,1334.0
ABY40410,AGI40726,1363.0
ABY40410,AGZ62339,1404.0
ABY40410,ACT97067,1398.0
ABY40410,ADD96936,1342.0
ABY40410,AFN18875,1354.0
ABY40410,AHY95104,1390.0
ABY40410,ACZ96889,1363.0
ABY40410,AAK71687,1407.0
ABY40410,AFZ15937,1405.0
ABY40410,AFM46517,1330.0
ABY40410,AFM46518,1335.0
ABY40410,AEV40056,1331.0
ABY40410,AIA66731,1416.0
ABY40410,BAJ06679,1330.0
ABY40410,ACS71656,1357.0
ABY40410,AFH76980,1426.0
ABY40410,AFU09985,1440.0
ABY40410,ADI52836,1346.0
ABY40410,ADI52837,1345.0
ABY40410,ADI52834,1361.0
ABY40410,AGU92777,1336.0
ABY40410,ACS78026,1351.0
ABY40410,ACE77937,1353.0
ABY40410,ACE77933,1362.0
ABY40410,AHB51472,1408.5
ABY40410,AEF28999,1317.0
ABY40410,AFU08580,1418.0
ABY40410,AFP36183,1334.0
ABY40410,AIC73740,1329.0
ABY40410,AEM63500,1363.0
ABY40410,CCD31011,1352.0
ABY40410,AGT18720,1347.0
ABY40410,AGT18723,1312.5
ABY40410,AGJ73367,1315.0
ABY40410,ADO29908,1343.0
ABY40410,AGK73228,1362.0
ABY40410,AHJ57435,1352.0
ABY40410,ADM23842,1339.5
ABY40410,BAJ40004,1330.0
ABY40410,ADA83043,1348.0
ABY40410,AGL04595,1314.0
ABY40410,AGL04629,1318.0
ABY40410,AEI30057,1347.0
ABY40410,AAA72339,1435.0
ABY40410,AHJ57430,1335.0
ABY40410,AHJ57431,1327.0
ABY40410,BAI83388,1392.0
ABY40410,AGZ62404,1386.0
ABY40410,AHD25415,1375.0
ABY40410,AIC73834,1321.0
ABY40410,ACO07051,1449.0
ABY40410,BAG49619,1465.0
ABY40410,AFQ34729,1389.0
ABY40410,AGZ62396,1380.0
ABY40410,AHY20931,1330.0
ABY40410,ABB86946,1443.0
ABY40410,AHB51256,1364.0
ABY40410,AFF57124,1350.0
ABY40410,AHG26890,1341.0
ABY40410,ADF58349,1353.0
ABY40410,AGK72773,1364.0
ABY40410,AEI30055,1401.5
ABY40410,AGL05056,1353.0
ABY40410,AAD17229,1335.5
ABY40410,AEJ82796,1331.0
ABY40410,AEJ82792,1359.0
ABY40410,ADG85233,1350.0
ABY40410,ADO14359,1346.0
ABY40410,AFB70317,1352.0
ABY40410,AFM46668,1340.0
ABY40410,AEA29595,1358.0
ABY40410,AEI30056,1415.0
ABY40410,AFE02952,1316.0
ABY40410,AHZ65637,1414.0
ABY40410,AHB21027,1414.0
ABY40410,ABY81426,1454.0
ABY40410,AEN55513,1334.0
ABY40410,AEN94886,1333.0
ABY40410,AAO65612,1385.0
ABY40410,ACF25596,1481.0
ABY40410,BAG49742,1456.0
ABY40410,AHB23011,1399.0
ABY40410,BAI94576,1331.0
ABY40410,AHB21448,1375.0
ABY40410,AAL29715,1472.0
ABY40410,AGE84002,1367.5
ABY40410,AAL87868,1385.0
ABY40410,AGB98447,1422.0
ABY40410,AEZ01107,1341.0
ABY40410,ABG34254,1349.5
ABY40410,AHD25066,1414.0
ABY40410,ADR01746,1352.0
ABY40410,AHX38144,1344.0
ABY40410,AGI02406,1387.0
ABY40410,AEW25590,1338.0
ABY40410,AAF87284,1375.0
ABY40410,AAF87283,1475.0
ABY40410,AFI62151,1406.5
ABY40410,AHB21712,1423.0
ABY40410,AIB06034,1351.0
ABY40410,ACU80014,1470.5
ABY40410,AHW46624,1392.0
ABY40410,AHB21628,1379.0
ABY40410,AFH76964,1380.0
ABY40410,ABQ42444,1409.0
ABY40410,BAI83395,1536.0
ABY40410,BAI83396,1554.0
ABY40410,AGA19235,1347.0
ABY40410,AHB22579,1420.0
ABY40410,AHB23117,1404.0
ABY40410,AEO01612,1349.0
ABY40410,AIC73827,1350.0
ABY40410,AHB23664,1394.0
ABY40410,AGI54182,1311.0
ABY40410,AGZ62388,1379.0
ABY40410,AHB22687,1349.0
ABY40410,AGA19305,1335.0
ABY40410,ADY70986,1406.0
ABY40410,AIC73767,1334.0
ABY40410,ADB89281,1370.0
ABY40410,AGK24463,1372.0
ABY40410,ACX36501,1351.0
ABY40410,AEJ82788,1364.0
ABY40410,BAK23275,1384.0
ABY40410,AHY84466,1359.0
ABY40410,AEX30519,1400.0
ABY40410,AEW25528,1335.0
ABY40410,AFM93986,1389.0
ABY40410,AFL56787,1414.0
ABY40410,ADG85225,1340.0
ABY40410,ADM23851,1348.0
ABY40410,AEA29582,1351.0
ABY40410,AEX30517,1359.0
ABY40410,AHA57090,1357.0
BAN14734,BAN14735,1463.0
BAN14734,AEL89681,1349.5
BAN14734,ACR26715,1351.0
BAN14734,ABU80265,1454.0
BAN14734,AHM24191,1319.0
BAN14734,AGK24317,1353.5
BAN14734,AHB73644,1340.0
BAN14734,AFR75854,1332.0
BAN14734,AEV40002,1344.5
BAN14734,AHB51172,1328.0
BAN14734,AEW25367,1331.5
BAN14734,ADV19281,1382.5
BAN14734,ADY71223,1358.0
BAN14734,ADB82656,1319.0
BAN14734,AHZ65737,1333.0
BAN14734,ABK57093,1372.5
BAN14734,ABK57092,1417.0
BAN14734,AHA38580,1331.5
BAN14734,AHH00837,1322.5
BAN14734,AGS48846,1309.0
BAN14734,ADJ38087,1341.5
BAN14734,AFZ15807,1324.0
BAN14734,AFM46999,1341.5
BAN14734,AEJ10440,1318.5
BAN14734,ADF83497,1408.0
BAN14734,AEA48985,1316.0
BAN14734,AEA92634,1358.5
BAN14734,AFR75836,1347.0
BAN14734,AFJ78661,1342.5
BAN14734,AFQ37281,1317.5
BAN14734,AGK73290,1358.5
BAN14734,AHB21075,1312.5
BAN14734,AGG86711,1334.0
BAN14734,AGI52981,1343.5
BAN14734,AAL87867,1349.0
BAN14734,AGI52989,1331.5
BAN14734,AEX38474,1335.0
BAN14734,ADO34927,1354.0
BAN14734,AGF37648,1352.5
BAN14734,ACU13094,1334.5
BAN14734,AEV40049,1321.5
BAN14734,AFH76959,1349.5
BAN14734,ACN90994,1413.0
BAN14734,ACE77927,1345.5
BAN14734,AFX65229,1302.5
BAN14734,ACV70734,1342.5
BAN14734,AGO86678,1307.5
BAN14734,AEP17277,1331.0
BAN14734,ACZ61118,1319.5
BAN14734,AHB20856,1308.0
BAN14734,ADL32414,1343.5
BAN14734,ADO29901,1327.5
BAN14734,AHI97714,1328.0
BAN14734,AHW46596,1338.5
BAN14734,AEO01499,1325.5
BAN14734,AEH42785,1395.5
BAN14734,AIB06042,1311.0
BAN14734,ACZ16520,1324.5
BAN14734,BAM37808,1309.5
BAN14734,ADY80044,1358.5
BAN14734,AEF33067,1324.5
BAN14734,ADM23847,1322.0
BAN14734,ADM23846,1334.0
BAN14734,AFM46639,1313.5
BAN14734,AGF37789,1324.0
BAN14734,ADB81439,1341.5
BAN14734,AGG86873,1340.5
BAN14734,BAM78376,1417.0
BAN14734,AGC13458,1319.5
BAN14734,AHN19444,1337.5
BAN14734,AHB22927,1359.0
BAN14734,AGG53088,1313.0
BAN14734,AHB51328,1381.5
BAN14734,ACT33159,1307.5
BAN14734,AEH59624,1336.5
BAN14734,AGJ73386,1317.0
BAN14734,ACR81633,1326.5
BAN14734,AHB51390,1358.0
BAN14734,AEO01598,1312.5
BAN14734,AGS08781,1318.0
BAN14734,AEM63475,1342.5
BAN14734,AHV83802,1313.5
BAN14734,AGI40726,1312.0
BAN14734,AGZ62339,1328.0
BAN14734,ACT97067,1378.0
BAN14734,ADD96936,1331.5
BAN14734,AFN18875,1314.5
BAN14734,AHY95104,1309.0
BAN14734,ACZ96889,1329.5
BAN14734,AAK71687,1376.0
BAN14734,AFZ15937,1315.0
BAN14734,AFM46517,1319.5
BAN14734,AFM46518,1333.5
BAN14734,AEV40056,1315.5
BAN14734,AIA66731,1331.0
BAN14734,BAJ06679,1319.5
BAN14734,ACS71656,1323.5
BAN14734,AFH76980,1340.0
BAN14734,AFU09985,1340.5
BAN14734,ADI52836,1309.5
BAN14734,ADI52837,1308.5
BAN14734,ADI52834,1327.5
BAN14734,AGU92777,1323.5
BAN14734,ACS78026,1323.5
BAN14734,ACE77937,1326.0
BAN14734,ACE77933,1336.0
BAN14734,AHB51472,1375.0
BAN14734,AEF28999,1309.5
BAN14734,AFU08580,1333.5
BAN14734,AFP36183,1323.5
BAN14734,AIC73740,1314.5
